month,fy,product_id,product_name,category,warehouse,opening_stock,stock_received,stock_sold,damaged_in_transit,closing_stock,transit_damage_pct,stockout_days,reorder_triggered,supplier_lead_days,po_raised,cost_of_goods_inr,holding_cost_inr,is_peak_month
Oct-2023,FY24,GF002,Plant Parent Gift Box,Gifting,Mumbai Hub,1672,979,754,4,1893,0.53,0,No,13,No,497640,18740,Yes
Oct-2023,FY24,GF003,Festive Diwali Plant Hamper,Gifting,Delhi Hub,2150,815,1275,3,1687,0.24,0,No,5,No,1402500,27835,Yes
Oct-2023,FY24,GF004,Corporate Desk Plant Set,Gifting,Hyderabad Spoke,1010,1036,409,0,1637,0.0,0,No,8,No,220860,13259,Yes
Oct-2023,FY24,GF005,Anniversary Succulent Box,Gifting,Bengaluru Hub,1654,1061,778,5,1932,0.64,0,No,13,No,334540,12461,Yes
Nov-2023,FY24,PL001,Monstera Deliciosa,Live Plants,Hyderabad Spoke,1625,1893,1102,98,2318,8.89,0,No,9,No,154280,4867,Yes
Nov-2023,FY24,PL002,Peace Lily,Live Plants,Bengaluru Hub,2319,1698,381,30,3606,7.87,0,No,6,No,34290,4868,Yes
Nov-2023,FY24,PL003,Snake Plant (Sansevieria),Live Plants,Delhi Hub,2238,1292,1437,54,2039,3.76,0,No,11,No,143700,3058,Yes
Nov-2023,FY24,PL004,Fiddle Leaf Fig,Live Plants,Hyderabad Spoke,1274,662,1499,82,355,5.47,0,No,8,No,449700,1597,Yes
Nov-2023,FY24,PL005,Golden Pothos,Live Plants,Delhi Hub,831,1719,1231,121,1198,9.83,0,No,4,No,73860,1078,Yes
Nov-2023,FY24,PL006,ZZ Plant,Live Plants,Hyderabad Spoke,1373,860,905,89,1239,9.83,0,No,3,No,144800,2973,Yes
Nov-2023,FY24,PL007,Spider Plant,Live Plants,Hyderabad Spoke,1529,1769,632,58,2608,9.18,0,No,8,No,47400,2934,Yes
Nov-2023,FY24,PL008,Money Plant (Epipremnum),Live Plants,Hyderabad Spoke,2019,681,1409,45,1246,3.19,0,No,13,No,70450,934,Yes
Nov-2023,FY24,PL009,Rubber Plant,Live Plants,Bengaluru Hub,1546,1349,1048,77,1770,7.35,0,No,7,No,188640,4779,Yes
Nov-2023,FY24,PL010,Aglaonema Red,Live Plants,Talegaon Main (Pune),440,662,1092,35,0,3.21,5,Yes,11,Yes,229320,0,Yes
Nov-2023,FY24,PL011,Rose – Red (Grafted),Live Plants,Talegaon Main (Pune),1570,1836,684,42,2680,6.14,0,No,12,No,88920,5226,Yes
Nov-2023,FY24,PL012,Hibiscus – Pink,Live Plants,Mumbai Hub,1883,1673,1288,127,2141,9.86,0,No,6,No,141680,3532,Yes
Nov-2023,FY24,PL013,Bougainvillea,Live Plants,Mumbai Hub,1776,1111,838,58,1991,6.92,0,No,6,No,96370,3434,Yes
Nov-2023,FY24,PL014,Ixora,Live Plants,Bengaluru Hub,515,1481,1368,117,511,8.55,0,No,3,No,116280,651,Yes
Nov-2023,FY24,PL015,Marigold Seedling,Live Plants,Hyderabad Spoke,1876,1072,1377,130,1441,9.44,0,No,14,No,55080,864,Yes
Nov-2023,FY24,PL016,Aloe Vera,Live Plants,Bengaluru Hub,2140,835,756,48,2171,6.35,0,No,10,No,60480,2605,Yes
Nov-2023,FY24,PL017,Cactus Mix (3 pack),Live Plants,Mumbai Hub,1195,1018,1508,114,591,7.56,0,No,5,No,98020,576,Yes
Nov-2023,FY24,PL018,Echeveria Set of 3,Live Plants,Hyderabad Spoke,2376,756,1032,65,2035,6.3,0,No,9,No,98040,2899,Yes
Nov-2023,FY24,PL019,Areca Palm,Live Plants,Talegaon Main (Pune),1133,1529,877,62,1723,7.07,0,No,3,No,219250,6461,Yes
Nov-2023,FY24,PL020,Bamboo Palm,Live Plants,Mumbai Hub,1256,521,671,22,1084,3.28,0,No,6,No,181170,4390,Yes
Nov-2023,FY24,SD001,Cherry Tomato Seeds,Seeds,Mumbai Hub,1157,1382,1015,0,1524,0.0,0,No,5,No,18270,411,Yes
Nov-2023,FY24,SD002,Spinach Seeds (50g),Seeds,Delhi Hub,1455,1370,1207,3,1615,0.25,0,No,3,No,16898,339,Yes
Nov-2023,FY24,SD003,Coriander Seeds (50g),Seeds,Talegaon Main (Pune),286,462,502,2,244,0.4,0,No,12,No,6024,43,Yes
Nov-2023,FY24,SD004,Chilli Hybrid Seeds,Seeds,Bengaluru Hub,447,1637,1492,2,590,0.13,0,No,8,No,32824,194,Yes
Nov-2023,FY24,SD005,Marigold Seeds,Seeds,Hyderabad Spoke,2199,1877,1328,3,2745,0.23,0,No,13,No,21248,658,Yes
Nov-2023,FY24,SD006,Sunflower Seeds,Seeds,Hyderabad Spoke,1520,566,1143,4,939,0.35,0,No,7,No,22860,281,Yes
Nov-2023,FY24,SD007,Petunia Seeds,Seeds,Bengaluru Hub,669,764,1412,4,17,0.28,3,Yes,10,Yes,39536,7,Yes
Nov-2023,FY24,SD008,Methi Seeds (100g),Seeds,Talegaon Main (Pune),599,458,1047,5,5,0.48,5,Yes,13,Yes,10470,0,Yes
Nov-2023,FY24,SD009,Basil Seeds,Seeds,Hyderabad Spoke,1243,615,1285,5,568,0.39,0,No,10,No,19275,127,Yes
Nov-2023,FY24,PT001,Ceramic Pot 5 inch – White,Pots & Planters,Hyderabad Spoke,287,1370,1485,3,169,0.2,0,No,4,No,155925,266,Yes
Nov-2023,FY24,PT002,Ceramic Pot 6 inch – Terracotta look,Pots & Planters,Mumbai Hub,422,1306,692,5,1031,0.72,0,No,4,No,93420,2087,Yes
Nov-2023,FY24,PT003,Ceramic Pot 8 inch – Matte Black,Pots & Planters,Hyderabad Spoke,2288,1003,1266,4,2021,0.32,0,No,5,No,265860,6366,Yes
Nov-2023,FY24,PT004,Classic Terracotta 6in,Pots & Planters,Delhi Hub,2424,1058,873,3,2606,0.34,0,No,12,No,61110,2736,Yes
Nov-2023,FY24,PT005,Self-Watering Pot 7in,Pots & Planters,Talegaon Main (Pune),1761,1903,1362,0,2302,0.0,0,No,5,No,326880,8287,Yes
Nov-2023,FY24,PT006,Hanging Basket Planter,Pots & Planters,Bengaluru Hub,2259,1323,707,2,2873,0.28,0,No,8,No,116655,7110,Yes
Nov-2023,FY24,PT007,Vertical Wall Planter (5 pocket),Pots & Planters,Talegaon Main (Pune),2469,460,1239,3,1687,0.24,0,No,4,No,483210,9868,Yes
Nov-2023,FY24,PT008,Nursery Grow Bags (5 pack),Pots & Planters,Bengaluru Hub,1047,1995,1470,5,1567,0.34,0,No,11,No,117600,1880,Yes
Nov-2023,FY24,FR001,Ugaoo NPK 19-19-19 (500g),Fertilisers,Bengaluru Hub,1730,1650,1168,1,2211,0.09,0,No,9,No,110960,3150,Yes
Nov-2023,FY24,FR002,Organic Vermicompost (2kg),Fertilisers,Talegaon Main (Pune),1547,1928,1429,4,2042,0.28,0,No,3,No,157190,3369,Yes
Nov-2023,FY24,FR003,Seaweed Liquid Fertiliser,Fertilisers,Bengaluru Hub,344,1940,683,3,1598,0.44,0,No,13,No,54640,1917,Yes
Nov-2023,FY24,FR004,Bone Meal Fertiliser (500g),Fertilisers,Hyderabad Spoke,1239,1345,1375,1,1208,0.07,0,No,9,No,137500,1812,Yes
Nov-2023,FY24,FR005,Plant Tonic – Rooting Hormone,Fertilisers,Hyderabad Spoke,760,779,613,4,922,0.65,0,No,5,No,42910,968,Yes
Nov-2023,FY24,TL001,Garden Pruner – Stainless,Tools,Delhi Hub,1835,1741,666,2,2908,0.3,0,No,14,No,96570,6324,Yes
Nov-2023,FY24,TL002,Watering Can 2L,Tools,Delhi Hub,1256,976,750,3,1479,0.4,0,No,5,No,71250,2107,Yes
Nov-2023,FY24,TL003,Premium Potting Mix 5kg,Tools,Delhi Hub,2004,967,1583,3,1385,0.19,0,No,14,No,205790,2700,Yes
Nov-2023,FY24,TL004,Pebbles Decorative 500g,Tools,Hyderabad Spoke,346,1391,860,2,875,0.23,0,No,11,No,47300,721,Yes
Nov-2023,FY24,TL005,Moisture Meter,Tools,Hyderabad Spoke,1967,1294,1524,2,1735,0.13,0,No,13,No,304800,5205,Yes
Nov-2023,FY24,GF001,Green Starter Kit,Gifting,Bengaluru Hub,1012,678,1492,4,194,0.27,0,No,13,No,552040,1076,Yes
Nov-2023,FY24,GF002,Plant Parent Gift Box,Gifting,Mumbai Hub,960,941,838,4,1059,0.48,0,No,9,No,553080,10484,Yes
Nov-2023,FY24,GF003,Festive Diwali Plant Hamper,Gifting,Mumbai Hub,862,740,1295,4,303,0.31,0,No,8,No,1424500,4999,Yes
Nov-2023,FY24,GF004,Corporate Desk Plant Set,Gifting,Mumbai Hub,1053,1124,639,3,1535,0.47,0,No,9,No,345060,12433,Yes
Nov-2023,FY24,GF005,Anniversary Succulent Box,Gifting,Delhi Hub,1800,717,879,1,1637,0.11,0,No,5,No,377970,10558,Yes
Dec-2023,FY24,PL001,Monstera Deliciosa,Live Plants,Talegaon Main (Pune),1079,550,477,31,1121,6.5,0,No,11,No,66780,2354,Yes
Dec-2023,FY24,PL002,Peace Lily,Live Plants,Talegaon Main (Pune),2217,1193,660,48,2702,7.27,0,No,13,No,59400,3647,Yes
Dec-2023,FY24,PL003,Snake Plant (Sansevieria),Live Plants,Mumbai Hub,469,1196,1477,68,120,4.6,0,No,10,No,147700,180,Yes
Dec-2023,FY24,PL004,Fiddle Leaf Fig,Live Plants,Talegaon Main (Pune),1796,1640,1285,76,2075,5.91,0,No,8,No,385500,9337,Yes
Dec-2023,FY24,PL005,Golden Pothos,Live Plants,Delhi Hub,2481,1627,1512,73,2523,4.83,0,No,11,No,90720,2270,Yes
Dec-2023,FY24,PL006,ZZ Plant,Live Plants,Hyderabad Spoke,2230,1854,895,36,3153,4.02,0,No,12,No,143200,7567,Yes
Dec-2023,FY24,PL007,Spider Plant,Live Plants,Delhi Hub,2311,859,466,21,2683,4.51,0,No,10,No,34950,3018,Yes
Dec-2023,FY24,PL008,Money Plant (Epipremnum),Live Plants,Talegaon Main (Pune),2127,495,1198,94,1330,7.85,0,No,7,No,59900,997,Yes
Dec-2023,FY24,PL009,Rubber Plant,Live Plants,Mumbai Hub,1897,1430,516,26,2785,5.04,0,No,11,No,92880,7519,Yes
Dec-2023,FY24,PL010,Aglaonema Red,Live Plants,Bengaluru Hub,1223,469,1008,42,642,4.17,0,No,8,No,211680,2022,Yes
Dec-2023,FY24,PL011,Rose – Red (Grafted),Live Plants,Hyderabad Spoke,2223,1981,1348,49,2807,3.64,0,No,8,No,175240,5473,Yes
Dec-2023,FY24,PL012,Hibiscus – Pink,Live Plants,Mumbai Hub,817,1587,1449,79,876,5.45,0,No,7,No,159390,1445,Yes
Dec-2023,FY24,PL013,Bougainvillea,Live Plants,Delhi Hub,2426,1796,1207,119,2896,9.86,0,No,7,No,138805,4995,Yes
Dec-2023,FY24,PL014,Ixora,Live Plants,Hyderabad Spoke,1441,1015,1399,76,981,5.43,0,No,6,No,118915,1250,Yes
Dec-2023,FY24,PL015,Marigold Seedling,Live Plants,Mumbai Hub,780,788,1527,122,0,7.99,4,Yes,13,Yes,61080,0,Yes
Dec-2023,FY24,PL016,Aloe Vera,Live Plants,Mumbai Hub,1644,1260,957,61,1886,6.37,0,No,8,No,76560,2263,Yes
Dec-2023,FY24,PL017,Cactus Mix (3 pack),Live Plants,Mumbai Hub,1580,1145,1062,43,1620,4.05,0,No,7,No,69030,1579,Yes
Dec-2023,FY24,PL018,Echeveria Set of 3,Live Plants,Talegaon Main (Pune),1397,995,856,52,1484,6.07,0,No,3,No,81320,2114,Yes
Dec-2023,FY24,PL019,Areca Palm,Live Plants,Bengaluru Hub,330,1116,1116,90,240,8.06,0,No,12,No,279000,900,Yes
Dec-2023,FY24,PL020,Bamboo Palm,Live Plants,Bengaluru Hub,1054,1536,1212,38,1340,3.14,0,No,12,No,327240,5427,Yes
Dec-2023,FY24,SD001,Cherry Tomato Seeds,Seeds,Bengaluru Hub,837,703,1192,2,346,0.17,0,No,8,No,21456,93,Yes
Dec-2023,FY24,SD002,Spinach Seeds (50g),Seeds,Hyderabad Spoke,574,1758,630,0,1702,0.0,0,No,8,No,8820,357,Yes
Dec-2023,FY24,SD003,Coriander Seeds (50g),Seeds,Hyderabad Spoke,1071,669,1487,5,248,0.34,0,No,9,No,17844,44,Yes
Dec-2023,FY24,SD004,Chilli Hybrid Seeds,Seeds,Talegaon Main (Pune),741,1771,456,4,2052,0.88,0,No,6,No,10032,677,Yes
Dec-2023,FY24,SD005,Marigold Seeds,Seeds,Hyderabad Spoke,1197,911,1145,5,958,0.44,0,No,14,No,18320,229,Yes
Dec-2023,FY24,SD006,Sunflower Seeds,Seeds,Talegaon Main (Pune),759,1223,994,3,985,0.3,0,No,10,No,19880,295,Yes
Dec-2023,FY24,SD007,Petunia Seeds,Seeds,Bengaluru Hub,842,751,1087,0,506,0.0,0,No,3,No,30436,212,Yes
Dec-2023,FY24,SD008,Methi Seeds (100g),Seeds,Bengaluru Hub,1729,598,1529,4,794,0.26,0,No,9,No,15290,119,Yes
Dec-2023,FY24,SD009,Basil Seeds,Seeds,Bengaluru Hub,1711,692,339,0,2064,0.0,0,No,8,No,5085,464,Yes
Dec-2023,FY24,PT001,Ceramic Pot 5 inch – White,Pots & Planters,Hyderabad Spoke,683,580,1253,1,9,0.08,5,Yes,14,Yes,131565,14,Yes
Dec-2023,FY24,PT002,Ceramic Pot 6 inch – Terracotta look,Pots & Planters,Talegaon Main (Pune),1251,1646,944,3,1950,0.32,0,No,12,No,127440,3948,Yes
Dec-2023,FY24,PT003,Ceramic Pot 8 inch – Matte Black,Pots & Planters,Talegaon Main (Pune),1306,1819,617,0,2508,0.0,0,No,12,No,129570,7900,Yes
Dec-2023,FY24,PT004,Classic Terracotta 6in,Pots & Planters,Mumbai Hub,957,1975,1527,1,1404,0.07,0,No,7,No,106890,1474,Yes
Dec-2023,FY24,PT005,Self-Watering Pot 7in,Pots & Planters,Talegaon Main (Pune),1514,1438,816,0,2136,0.0,0,No,10,No,195840,7689,Yes
Dec-2023,FY24,PT006,Hanging Basket Planter,Pots & Planters,Delhi Hub,1848,1444,922,5,2365,0.54,0,No,11,No,152130,5853,Yes
Dec-2023,FY24,PT007,Vertical Wall Planter (5 pocket),Pots & Planters,Hyderabad Spoke,577,589,494,0,672,0.0,0,No,3,No,192660,3931,Yes
Dec-2023,FY24,PT008,Nursery Grow Bags (5 pack),Pots & Planters,Hyderabad Spoke,2052,968,1037,1,1982,0.1,0,No,11,No,82960,2378,Yes
Dec-2023,FY24,FR001,Ugaoo NPK 19-19-19 (500g),Fertilisers,Bengaluru Hub,820,554,591,5,778,0.85,0,No,14,No,56145,1108,Yes
Dec-2023,FY24,FR002,Organic Vermicompost (2kg),Fertilisers,Delhi Hub,838,1732,1016,2,1552,0.2,0,No,13,No,111760,2560,Yes
Dec-2023,FY24,FR003,Seaweed Liquid Fertiliser,Fertilisers,Mumbai Hub,1340,1754,561,2,2531,0.36,0,No,9,No,44880,3037,Yes
Dec-2023,FY24,FR004,Bone Meal Fertiliser (500g),Fertilisers,Bengaluru Hub,1629,872,573,3,1925,0.52,0,No,10,No,57300,2887,Yes
Dec-2023,FY24,FR005,Plant Tonic – Rooting Hormone,Fertilisers,Delhi Hub,2348,1988,367,3,3966,0.82,0,No,12,No,25690,4164,Yes
Dec-2023,FY24,TL001,Garden Pruner – Stainless,Tools,Mumbai Hub,704,1478,966,2,1214,0.21,0,No,6,No,140070,2640,Yes
Dec-2023,FY24,TL002,Watering Can 2L,Tools,Talegaon Main (Pune),476,1739,502,0,1713,0.0,0,No,7,No,47690,2441,Yes
Dec-2023,FY24,TL003,Premium Potting Mix 5kg,Tools,Bengaluru Hub,2110,872,839,3,2140,0.36,0,No,4,No,109070,4173,Yes
Dec-2023,FY24,TL004,Pebbles Decorative 500g,Tools,Hyderabad Spoke,203,1288,1383,1,107,0.07,0,No,4,No,76065,88,Yes
Dec-2023,FY24,TL005,Moisture Meter,Tools,Talegaon Main (Pune),1771,1164,522,4,2409,0.77,0,No,11,No,104400,7227,Yes
Dec-2023,FY24,GF001,Green Starter Kit,Gifting,Mumbai Hub,1526,825,922,2,1427,0.22,0,No,13,No,341140,7919,Yes
Dec-2023,FY24,GF002,Plant Parent Gift Box,Gifting,Bengaluru Hub,1413,465,1137,2,739,0.18,0,No,13,No,750420,7316,Yes
Dec-2023,FY24,GF003,Festive Diwali Plant Hamper,Gifting,Bengaluru Hub,1428,1061,1499,1,989,0.07,0,No,3,No,1648900,16318,Yes
Dec-2023,FY24,GF004,Corporate Desk Plant Set,Gifting,Bengaluru Hub,1026,851,1086,2,789,0.18,0,No,14,No,586440,6390,Yes
Dec-2023,FY24,GF005,Anniversary Succulent Box,Gifting,Hyderabad Spoke,2029,619,1348,3,1297,0.22,0,No,11,No,579640,8365,Yes
Jan-2024,FY24,PL001,Monstera Deliciosa,Live Plants,Hyderabad Spoke,1352,1292,333,14,2297,4.2,0,No,5,No,46620,4823,Yes
Jan-2024,FY24,PL002,Peace Lily,Live Plants,Bengaluru Hub,2121,1299,1317,103,2000,7.82,0,No,11,No,118530,2700,Yes
Jan-2024,FY24,PL003,Snake Plant (Sansevieria),Live Plants,Talegaon Main (Pune),874,1479,1040,71,1242,6.83,0,No,10,No,104000,1863,Yes
Jan-2024,FY24,PL004,Fiddle Leaf Fig,Live Plants,Hyderabad Spoke,2499,602,1214,111,1776,9.14,0,No,11,No,364200,7992,Yes
Jan-2024,FY24,PL005,Golden Pothos,Live Plants,Delhi Hub,2090,1150,1107,49,2084,4.43,0,No,8,No,66420,1875,Yes
Jan-2024,FY24,PL006,ZZ Plant,Live Plants,Mumbai Hub,2353,1973,842,70,3414,8.31,0,No,8,No,134720,8193,Yes
Jan-2024,FY24,PL007,Spider Plant,Live Plants,Talegaon Main (Pune),1698,1842,1457,103,1980,7.07,0,No,13,No,109275,2227,Yes
Jan-2024,FY24,PL008,Money Plant (Epipremnum),Live Plants,Hyderabad Spoke,2152,1986,903,81,3154,8.97,0,No,4,No,45150,2365,Yes
Jan-2024,FY24,PL009,Rubber Plant,Live Plants,Bengaluru Hub,871,1480,806,33,1512,4.09,0,No,6,No,145080,4082,Yes
Jan-2024,FY24,PL010,Aglaonema Red,Live Plants,Talegaon Main (Pune),1644,1900,754,28,2762,3.71,0,No,6,No,158340,8700,Yes
Jan-2024,FY24,PL011,Rose – Red (Grafted),Live Plants,Hyderabad Spoke,2159,792,467,29,2455,6.21,0,No,7,No,60710,4787,Yes
Jan-2024,FY24,PL012,Hibiscus – Pink,Live Plants,Hyderabad Spoke,2339,700,1355,40,1644,2.95,0,No,6,No,149050,2712,Yes
Jan-2024,FY24,PL013,Bougainvillea,Live Plants,Bengaluru Hub,1455,698,841,72,1240,8.56,0,No,13,No,96715,2139,Yes
Jan-2024,FY24,PL014,Ixora,Live Plants,Talegaon Main (Pune),2255,410,491,37,2137,7.54,0,No,13,No,41735,2724,Yes
Jan-2024,FY24,PL015,Marigold Seedling,Live Plants,Delhi Hub,630,427,576,34,447,5.9,0,No,6,No,23040,268,Yes
Jan-2024,FY24,PL016,Aloe Vera,Live Plants,Mumbai Hub,1623,951,1430,78,1066,5.45,0,No,11,No,114400,1279,Yes
Jan-2024,FY24,PL017,Cactus Mix (3 pack),Live Plants,Talegaon Main (Pune),2295,1874,1225,71,2873,5.8,0,No,6,No,79625,2801,Yes
Jan-2024,FY24,PL018,Echeveria Set of 3,Live Plants,Hyderabad Spoke,1864,1423,417,26,2844,6.24,0,No,10,No,39615,4052,Yes
Jan-2024,FY24,PL019,Areca Palm,Live Plants,Bengaluru Hub,2430,1098,396,28,3104,7.07,0,No,10,No,99000,11640,Yes
Jan-2024,FY24,PL020,Bamboo Palm,Live Plants,Talegaon Main (Pune),216,627,833,39,0,4.68,4,Yes,14,Yes,224910,0,Yes
Jan-2024,FY24,SD001,Cherry Tomato Seeds,Seeds,Bengaluru Hub,2190,972,1200,4,1958,0.33,0,No,4,No,21600,528,Yes
Jan-2024,FY24,SD002,Spinach Seeds (50g),Seeds,Talegaon Main (Pune),1126,1886,1189,1,1822,0.08,0,No,4,No,16646,382,Yes
Jan-2024,FY24,SD003,Coriander Seeds (50g),Seeds,Hyderabad Spoke,2139,875,1443,0,1571,0.0,0,No,9,No,17316,282,Yes
Jan-2024,FY24,SD004,Chilli Hybrid Seeds,Seeds,Bengaluru Hub,2398,789,778,0,2409,0.0,0,No,10,No,17116,794,Yes
Jan-2024,FY24,SD005,Marigold Seeds,Seeds,Mumbai Hub,2199,804,429,5,2569,1.17,0,No,6,No,6864,616,Yes
Jan-2024,FY24,SD006,Sunflower Seeds,Seeds,Delhi Hub,2323,455,1565,5,1208,0.32,0,No,10,No,31300,362,Yes
Jan-2024,FY24,SD007,Petunia Seeds,Seeds,Talegaon Main (Pune),1158,982,1556,2,582,0.13,0,No,6,No,43568,244,Yes
Jan-2024,FY24,SD008,Methi Seeds (100g),Seeds,Mumbai Hub,1290,1754,1082,5,1957,0.46,0,No,10,No,10820,293,Yes
Jan-2024,FY24,SD009,Basil Seeds,Seeds,Mumbai Hub,941,1230,1075,0,1096,0.0,0,No,14,No,16125,246,Yes
Jan-2024,FY24,PT001,Ceramic Pot 5 inch – White,Pots & Planters,Talegaon Main (Pune),1156,545,1050,3,648,0.29,0,No,4,No,110250,1020,Yes
Jan-2024,FY24,PT002,Ceramic Pot 6 inch – Terracotta look,Pots & Planters,Talegaon Main (Pune),1094,1644,1322,5,1411,0.38,0,No,3,No,178470,2857,Yes
Jan-2024,FY24,PT003,Ceramic Pot 8 inch – Matte Black,Pots & Planters,Bengaluru Hub,1715,790,1138,0,1367,0.0,0,No,7,No,238980,4306,Yes
Jan-2024,FY24,PT004,Classic Terracotta 6in,Pots & Planters,Hyderabad Spoke,799,833,1381,0,251,0.0,0,No,13,No,96670,263,Yes
Jan-2024,FY24,PT005,Self-Watering Pot 7in,Pots & Planters,Delhi Hub,1295,551,583,1,1262,0.17,0,No,8,No,139920,4543,Yes
Jan-2024,FY24,PT006,Hanging Basket Planter,Pots & Planters,Delhi Hub,365,1988,1293,5,1055,0.39,0,No,14,No,213345,2611,Yes
Jan-2024,FY24,PT007,Vertical Wall Planter (5 pocket),Pots & Planters,Hyderabad Spoke,2234,1861,1471,4,2620,0.27,0,No,7,No,573690,15327,Yes
Jan-2024,FY24,PT008,Nursery Grow Bags (5 pack),Pots & Planters,Mumbai Hub,1116,1198,1388,3,923,0.22,0,No,6,No,111040,1107,Yes
Jan-2024,FY24,FR001,Ugaoo NPK 19-19-19 (500g),Fertilisers,Delhi Hub,731,1167,1037,1,860,0.1,0,No,13,No,98515,1225,Yes
Jan-2024,FY24,FR002,Organic Vermicompost (2kg),Fertilisers,Mumbai Hub,1619,1534,1427,4,1722,0.28,0,No,10,No,156970,2841,Yes
Jan-2024,FY24,FR003,Seaweed Liquid Fertiliser,Fertilisers,Hyderabad Spoke,1186,503,618,2,1069,0.32,0,No,7,No,49440,1282,Yes
Jan-2024,FY24,FR004,Bone Meal Fertiliser (500g),Fertilisers,Talegaon Main (Pune),328,1442,826,5,939,0.61,0,No,6,No,82600,1408,Yes
Jan-2024,FY24,FR005,Plant Tonic – Rooting Hormone,Fertilisers,Talegaon Main (Pune),367,1435,864,5,933,0.58,0,No,11,No,60480,979,Yes
Jan-2024,FY24,TL001,Garden Pruner – Stainless,Tools,Bengaluru Hub,665,1993,1482,3,1173,0.2,0,No,5,No,214890,2551,Yes
Jan-2024,FY24,TL002,Watering Can 2L,Tools,Bengaluru Hub,1659,1917,1308,5,2263,0.38,0,No,7,No,124260,3224,Yes
Jan-2024,FY24,TL003,Premium Potting Mix 5kg,Tools,Delhi Hub,474,907,1371,1,9,0.07,0,Yes,6,Yes,178230,17,Yes
Jan-2024,FY24,TL004,Pebbles Decorative 500g,Tools,Delhi Hub,343,715,1048,4,6,0.38,1,Yes,4,Yes,57640,4,Yes
Jan-2024,FY24,TL005,Moisture Meter,Tools,Bengaluru Hub,2014,563,961,1,1615,0.1,0,No,4,No,192200,4845,Yes
Jan-2024,FY24,GF001,Green Starter Kit,Gifting,Mumbai Hub,2065,1475,889,2,2649,0.22,0,No,6,No,328930,14701,Yes
Jan-2024,FY24,GF002,Plant Parent Gift Box,Gifting,Mumbai Hub,2090,1406,666,0,2830,0.0,0,No,6,No,439560,28017,Yes
Jan-2024,FY24,GF003,Festive Diwali Plant Hamper,Gifting,Hyderabad Spoke,2135,1920,1217,1,2837,0.08,0,No,9,No,1338700,46810,Yes
Jan-2024,FY24,GF004,Corporate Desk Plant Set,Gifting,Mumbai Hub,1903,730,508,1,2124,0.2,0,No,14,No,274320,17204,Yes
Jan-2024,FY24,GF005,Anniversary Succulent Box,Gifting,Mumbai Hub,2087,686,1041,3,1729,0.29,0,No,13,No,447630,11152,Yes
Feb-2024,FY24,PL001,Monstera Deliciosa,Live Plants,Delhi Hub,1749,1128,1005,30,1842,2.99,0,No,13,No,140700,3868,Yes
Feb-2024,FY24,PL002,Peace Lily,Live Plants,Delhi Hub,525,895,1382,55,0,3.98,3,Yes,11,Yes,124380,0,Yes
Feb-2024,FY24,PL003,Snake Plant (Sansevieria),Live Plants,Mumbai Hub,1374,1354,378,18,2332,4.76,0,No,13,No,37800,3498,Yes
Feb-2024,FY24,PL004,Fiddle Leaf Fig,Live Plants,Hyderabad Spoke,1815,1614,372,24,3033,6.45,0,No,3,No,111600,13648,Yes
Feb-2024,FY24,PL005,Golden Pothos,Live Plants,Talegaon Main (Pune),1154,1311,431,25,2009,5.8,0,No,3,No,25860,1808,Yes
Feb-2024,FY24,PL006,ZZ Plant,Live Plants,Bengaluru Hub,2003,1738,1418,87,2236,6.14,0,No,13,No,226880,5366,Yes
Feb-2024,FY24,PL007,Spider Plant,Live Plants,Talegaon Main (Pune),1358,1173,769,68,1694,8.84,0,No,5,No,57675,1905,Yes
Feb-2024,FY24,PL008,Money Plant (Epipremnum),Live Plants,Talegaon Main (Pune),1481,1369,1473,88,1289,5.97,0,No,8,No,73650,966,Yes
Feb-2024,FY24,PL009,Rubber Plant,Live Plants,Talegaon Main (Pune),322,642,954,69,0,7.23,2,Yes,3,Yes,171720,0,Yes
Feb-2024,FY24,PL010,Aglaonema Red,Live Plants,Bengaluru Hub,2210,1229,1376,76,1987,5.52,0,No,7,No,288960,6259,Yes
Feb-2024,FY24,PL011,Rose – Red (Grafted),Live Plants,Hyderabad Spoke,1000,884,722,63,1099,8.73,0,No,11,No,93860,2143,Yes
Feb-2024,FY24,PL012,Hibiscus – Pink,Live Plants,Talegaon Main (Pune),252,1407,883,28,748,3.17,0,No,5,No,97130,1234,Yes
Feb-2024,FY24,PL013,Bougainvillea,Live Plants,Hyderabad Spoke,549,1729,1283,117,878,9.12,0,No,8,No,147545,1514,Yes
Feb-2024,FY24,PL014,Ixora,Live Plants,Mumbai Hub,2092,966,1339,58,1661,4.33,0,No,9,No,113815,2117,Yes
Feb-2024,FY24,PL015,Marigold Seedling,Live Plants,Talegaon Main (Pune),509,1455,1369,41,554,2.99,0,No,5,No,54760,332,Yes
Feb-2024,FY24,PL016,Aloe Vera,Live Plants,Delhi Hub,1337,503,870,77,893,8.85,0,No,4,No,69600,1071,Yes
Feb-2024,FY24,PL017,Cactus Mix (3 pack),Live Plants,Mumbai Hub,1557,1199,1571,58,1127,3.69,0,No,14,No,102115,1098,Yes
Feb-2024,FY24,PL018,Echeveria Set of 3,Live Plants,Delhi Hub,2390,1052,1256,105,2081,8.36,0,No,8,No,119320,2965,Yes
Feb-2024,FY24,PL019,Areca Palm,Live Plants,Delhi Hub,1590,1722,1168,92,2052,7.88,0,No,7,No,292000,7695,Yes
