month,fy,city,state,channel,total_orders,revenue_inr,avg_order_value_inr,units_sold,new_customers,returning_customers,returns,return_rate_pct,cancellations,discount_orders_pct,avg_discount_pct,city_tier
Jun-2023,FY24,Indore,Madhya Pradesh,Retail Store,101,101136,1049,124,24,45,10,10.3,3,27.1,16.9,Non-Metro
Jun-2023,FY24,Indore,Madhya Pradesh,Corporate Gifting,36,58178,1579,48,12,16,3,9.8,1,23.7,7.5,Non-Metro
Jun-2023,FY24,Indore,Madhya Pradesh,Meesho,12,15765,1432,17,3,4,0,6.3,0,43.9,8.6,Non-Metro
Jul-2023,FY24,Bengaluru,Karnataka,Amazon,2616,3073435,1175,2983,600,1379,183,7.0,77,21.3,12.2,Metro
Jul-2023,FY24,Bengaluru,Karnataka,Flipkart,1826,2298667,1258,3150,429,602,153,8.4,73,34.7,17.5,Metro
Jul-2023,FY24,Bengaluru,Karnataka,Ugaoo Website,2095,2855611,1364,2335,825,721,127,6.1,96,37.3,7.3,Metro
Jul-2023,FY24,Bengaluru,Karnataka,Blinkit,829,1117157,1343,1103,224,435,47,5.7,29,33.4,14.6,Metro
Jul-2023,FY24,Bengaluru,Karnataka,Zepto,781,1209953,1551,1123,231,315,87,11.2,24,30.0,16.3,Metro
Jul-2023,FY24,Bengaluru,Karnataka,Retail Store,2049,2535174,1236,2524,570,673,192,9.4,50,21.8,16.3,Metro
Jul-2023,FY24,Bengaluru,Karnataka,Corporate Gifting,1272,1556313,1227,1632,463,526,63,5.0,59,20.9,11.7,Metro
Jul-2023,FY24,Bengaluru,Karnataka,Meesho,452,710258,1574,745,128,202,28,6.3,23,43.5,11.4,Metro
Jul-2023,FY24,Mumbai,Maharashtra,Amazon,2085,2186550,1050,3675,728,994,225,10.8,89,42.4,11.0,Metro
Jul-2023,FY24,Mumbai,Maharashtra,Flipkart,1927,2961709,1537,2453,609,690,229,11.9,99,29.2,11.2,Metro
Jul-2023,FY24,Mumbai,Maharashtra,Ugaoo Website,1833,1933876,1057,2244,693,789,159,8.7,87,42.8,16.5,Metro
Jul-2023,FY24,Mumbai,Maharashtra,Blinkit,1073,1515542,1408,1810,393,455,97,9.1,43,38.8,10.3,Metro
Jul-2023,FY24,Mumbai,Maharashtra,Zepto,873,769793,877,1213,239,324,58,6.7,41,24.6,19.5,Metro
Jul-2023,FY24,Mumbai,Maharashtra,Retail Store,1100,1335620,1210,1647,363,448,68,6.2,26,43.6,16.4,Metro
Jul-2023,FY24,Mumbai,Maharashtra,Corporate Gifting,771,954872,1234,915,202,417,44,5.8,37,43.7,12.8,Metro
Jul-2023,FY24,Mumbai,Maharashtra,Meesho,344,317915,916,547,138,107,41,12.1,17,25.0,7.0,Metro
Jul-2023,FY24,Delhi,Delhi,Amazon,1399,1791930,1281,2230,276,525,165,11.8,58,36.3,9.0,Metro
Jul-2023,FY24,Delhi,Delhi,Flipkart,1380,2170791,1572,2144,509,611,92,6.7,59,37.3,14.4,Metro
Jul-2023,FY24,Delhi,Delhi,Ugaoo Website,765,994351,1306,1111,186,325,54,7.1,23,33.4,12.6,Metro
Jul-2023,FY24,Delhi,Delhi,Blinkit,608,603431,993,797,131,207,54,8.9,30,39.0,13.7,Metro
Jul-2023,FY24,Delhi,Delhi,Zepto,466,508223,1099,780,160,181,34,7.5,19,26.4,9.5,Metro
Jul-2023,FY24,Delhi,Delhi,Retail Store,1480,1742341,1176,1727,557,736,78,5.3,34,32.2,19.9,Metro
Jul-2023,FY24,Delhi,Delhi,Corporate Gifting,612,634838,1031,678,211,257,59,9.8,17,43.2,5.2,Metro
Jul-2023,FY24,Delhi,Delhi,Meesho,237,263881,1117,281,70,82,21,9.2,5,42.1,5.7,Metro
Jul-2023,FY24,Pune,Maharashtra,Amazon,1203,1205459,1006,2043,385,533,140,11.7,28,19.8,12.4,Metro
Jul-2023,FY24,Pune,Maharashtra,Flipkart,741,649594,874,1085,141,365,94,12.8,25,32.2,17.0,Metro
Jul-2023,FY24,Pune,Maharashtra,Ugaoo Website,745,702748,945,968,302,409,70,9.5,27,24.6,5.4,Metro
Jul-2023,FY24,Pune,Maharashtra,Blinkit,454,705095,1557,626,113,196,31,7.0,16,25.4,14.7,Metro
Jul-2023,FY24,Pune,Maharashtra,Zepto,424,656304,1550,752,121,189,44,10.5,24,29.5,12.1,Metro
Jul-2023,FY24,Pune,Maharashtra,Retail Store,1219,1894266,1554,1680,486,479,63,5.2,45,38.5,14.2,Metro
Jul-2023,FY24,Pune,Maharashtra,Corporate Gifting,319,481586,1521,402,113,127,34,10.8,7,33.1,19.2,Metro
Jul-2023,FY24,Pune,Maharashtra,Meesho,166,230680,1397,210,65,78,20,12.4,4,31.7,19.1,Metro
Jul-2023,FY24,Hyderabad,Telangana,Amazon,723,762480,1055,1262,172,386,89,12.4,37,30.5,12.0,Metro
Jul-2023,FY24,Hyderabad,Telangana,Flipkart,720,1127134,1568,1096,296,219,69,9.7,33,18.1,5.9,Metro
Jul-2023,FY24,Hyderabad,Telangana,Ugaoo Website,647,805891,1248,968,133,298,82,12.8,19,39.7,12.8,Metro
Jul-2023,FY24,Hyderabad,Telangana,Blinkit,247,388008,1584,362,67,91,28,11.5,6,41.7,5.6,Metro
Jul-2023,FY24,Hyderabad,Telangana,Zepto,288,412808,1450,476,80,119,36,12.8,14,18.2,6.7,Metro
Jul-2023,FY24,Hyderabad,Telangana,Retail Store,706,640688,908,1235,191,261,57,8.1,40,34.3,7.8,Metro
Jul-2023,FY24,Hyderabad,Telangana,Corporate Gifting,327,483146,1468,463,123,167,40,12.5,7,30.8,5.8,Metro
Jul-2023,FY24,Hyderabad,Telangana,Meesho,127,168100,1338,176,33,62,13,10.4,5,44.5,14.5,Metro
Jul-2023,FY24,Chennai,Tamil Nadu,Amazon,402,607295,1512,716,92,202,32,8.1,23,43.6,6.2,Non-Metro
Jul-2023,FY24,Chennai,Tamil Nadu,Flipkart,574,613877,1061,675,197,293,51,8.9,15,20.4,7.7,Non-Metro
Jul-2023,FY24,Chennai,Tamil Nadu,Ugaoo Website,336,433991,1301,395,125,159,24,7.2,17,18.2,16.7,Non-Metro
Jul-2023,FY24,Chennai,Tamil Nadu,Blinkit,192,235402,1250,286,45,73,20,10.9,7,33.3,17.5,Non-Metro
Jul-2023,FY24,Chennai,Tamil Nadu,Zepto,200,260378,1284,239,49,103,13,6.7,4,18.7,12.0,Non-Metro
Jul-2023,FY24,Chennai,Tamil Nadu,Retail Store,466,480808,1023,581,88,229,47,10.2,11,39.2,13.2,Non-Metro
Jul-2023,FY24,Chennai,Tamil Nadu,Corporate Gifting,252,290590,1138,393,94,127,17,6.8,14,31.1,17.4,Non-Metro
Jul-2023,FY24,Chennai,Tamil Nadu,Meesho,82,122689,1459,96,33,30,6,8.3,3,43.3,18.3,Non-Metro
Jul-2023,FY24,Kolkata,West Bengal,Amazon,318,431398,1366,385,102,123,35,11.1,17,27.6,6.0,Non-Metro
Jul-2023,FY24,Kolkata,West Bengal,Flipkart,395,618592,1563,489,72,146,45,11.4,9,40.1,10.2,Non-Metro
Jul-2023,FY24,Kolkata,West Bengal,Ugaoo Website,157,234215,1517,202,30,67,8,5.5,6,41.5,16.8,Non-Metro
Jul-2023,FY24,Kolkata,West Bengal,Blinkit,146,139038,947,212,50,58,17,11.8,8,20.6,11.4,Non-Metro
Jul-2023,FY24,Kolkata,West Bengal,Zepto,141,218939,1561,219,29,69,13,9.4,5,35.0,7.8,Non-Metro
Jul-2023,FY24,Kolkata,West Bengal,Retail Store,173,232048,1364,258,56,67,14,8.3,6,43.9,12.2,Non-Metro
Jul-2023,FY24,Kolkata,West Bengal,Corporate Gifting,152,237759,1547,219,28,72,9,6.0,6,31.9,6.4,Non-Metro
Jul-2023,FY24,Kolkata,West Bengal,Meesho,58,77736,1278,94,12,18,7,12.8,2,25.4,10.2,Non-Metro
Jul-2023,FY24,Ahmedabad,Gujarat,Amazon,376,519962,1392,463,120,190,25,6.8,10,44.9,17.8,Non-Metro
Jul-2023,FY24,Ahmedabad,Gujarat,Flipkart,223,199375,909,399,58,118,19,8.6,11,40.0,19.2,Non-Metro
Jul-2023,FY24,Ahmedabad,Gujarat,Ugaoo Website,277,288605,1027,338,57,141,28,10.2,6,41.8,13.4,Non-Metro
Jul-2023,FY24,Ahmedabad,Gujarat,Blinkit,81,101774,1294,126,19,28,10,12.9,4,27.6,5.3,Non-Metro
Jul-2023,FY24,Ahmedabad,Gujarat,Zepto,103,109191,1019,120,27,34,12,12.1,3,30.4,17.1,Non-Metro
Jul-2023,FY24,Ahmedabad,Gujarat,Retail Store,222,328329,1471,372,51,72,21,9.5,11,44.0,10.7,Non-Metro
Jul-2023,FY24,Ahmedabad,Gujarat,Corporate Gifting,157,148935,933,206,31,73,19,12.5,5,31.0,18.7,Non-Metro
Jul-2023,FY24,Ahmedabad,Gujarat,Meesho,32,28532,982,57,12,15,2,8.3,0,34.9,16.7,Non-Metro
Jul-2023,FY24,Jaipur,Rajasthan,Amazon,161,189793,1207,285,41,71,12,7.9,8,20.9,5.4,Non-Metro
Jul-2023,FY24,Jaipur,Rajasthan,Flipkart,148,213359,1468,216,53,50,10,6.9,8,18.5,18.1,Non-Metro
Jul-2023,FY24,Jaipur,Rajasthan,Ugaoo Website,163,231061,1399,199,31,87,20,12.5,4,39.6,7.8,Non-Metro
Jul-2023,FY24,Jaipur,Rajasthan,Blinkit,82,71363,890,93,25,42,8,10.8,4,20.3,18.1,Non-Metro
Jul-2023,FY24,Jaipur,Rajasthan,Zepto,75,108731,1486,105,30,28,5,6.7,1,44.7,6.9,Non-Metro
Jul-2023,FY24,Jaipur,Rajasthan,Retail Store,139,172441,1245,212,36,75,9,6.5,5,39.4,8.4,Non-Metro
Jul-2023,FY24,Jaipur,Rajasthan,Corporate Gifting,108,151295,1358,159,40,47,8,7.9,4,34.4,10.1,Non-Metro
Jul-2023,FY24,Jaipur,Rajasthan,Meesho,39,48500,1348,56,14,21,4,10.7,1,31.9,17.3,Non-Metro
Jul-2023,FY24,Gurgaon,Haryana,Amazon,163,156726,943,235,60,75,8,5.4,4,33.6,16.2,Non-Metro
Jul-2023,FY24,Gurgaon,Haryana,Flipkart,226,298137,1301,368,85,82,18,8.2,8,38.5,12.3,Non-Metro
Jul-2023,FY24,Gurgaon,Haryana,Ugaoo Website,132,158090,1189,162,38,67,14,11.2,4,22.0,9.1,Non-Metro
Jul-2023,FY24,Gurgaon,Haryana,Blinkit,68,76681,1135,102,20,36,7,10.7,1,34.0,18.4,Non-Metro
Jul-2023,FY24,Gurgaon,Haryana,Zepto,69,88752,1261,105,20,35,8,12.0,2,20.3,9.8,Non-Metro
Jul-2023,FY24,Gurgaon,Haryana,Retail Store,162,217639,1358,198,36,63,18,11.5,7,30.4,17.2,Non-Metro
Jul-2023,FY24,Gurgaon,Haryana,Corporate Gifting,83,77298,960,128,19,29,4,5.2,4,41.0,6.6,Non-Metro
Jul-2023,FY24,Gurgaon,Haryana,Meesho,34,42594,1117,44,10,15,3,9.8,1,37.8,7.1,Non-Metro
Jul-2023,FY24,Noida,Uttar Pradesh,Amazon,115,115418,983,138,27,59,14,12.2,6,31.7,13.7,Non-Metro
Jul-2023,FY24,Noida,Uttar Pradesh,Flipkart,92,130975,1403,113,32,37,5,5.8,5,34.5,14.4,Non-Metro
Jul-2023,FY24,Noida,Uttar Pradesh,Ugaoo Website,57,59715,1122,62,10,18,3,6.4,2,36.7,5.2,Non-Metro
Jul-2023,FY24,Noida,Uttar Pradesh,Blinkit,32,29802,900,42,12,10,3,11.8,0,23.3,18.0,Non-Metro
Jul-2023,FY24,Noida,Uttar Pradesh,Zepto,37,30415,921,64,7,14,3,8.4,1,32.9,5.6,Non-Metro
Jul-2023,FY24,Noida,Uttar Pradesh,Retail Store,97,101158,1025,160,34,37,5,6.1,3,29.1,14.1,Non-Metro
Jul-2023,FY24,Noida,Uttar Pradesh,Corporate Gifting,42,48338,1096,54,9,14,4,9.9,1,44.1,19.8,Non-Metro
Jul-2023,FY24,Noida,Uttar Pradesh,Meesho,18,26692,1385,24,6,7,1,7.6,0,44.1,16.4,Non-Metro
Jul-2023,FY24,Nashik,Maharashtra,Amazon,127,146391,1183,188,51,61,11,9.2,3,30.1,19.8,Non-Metro
Jul-2023,FY24,Nashik,Maharashtra,Flipkart,78,123957,1595,86,21,36,8,10.5,3,36.6,13.7,Non-Metro
Jul-2023,FY24,Nashik,Maharashtra,Ugaoo Website,100,122556,1211,142,30,33,5,5.8,4,37.1,5.6,Non-Metro
Jul-2023,FY24,Nashik,Maharashtra,Blinkit,43,48508,1098,52,11,23,2,5.2,1,26.3,19.2,Non-Metro
Jul-2023,FY24,Nashik,Maharashtra,Zepto,28,31381,1263,32,5,13,2,9.8,0,35.4,11.0,Non-Metro
Jul-2023,FY24,Nashik,Maharashtra,Retail Store,94,111722,1212,161,26,44,8,8.7,4,27.0,17.3,Non-Metro
Jul-2023,FY24,Nashik,Maharashtra,Corporate Gifting,32,47334,1595,48,9,17,2,8.1,1,38.0,16.5,Non-Metro
Jul-2023,FY24,Nashik,Maharashtra,Meesho,16,22177,1248,23,4,6,1,6.7,0,37.9,12.1,Non-Metro
Jul-2023,FY24,Bhopal,Madhya Pradesh,Amazon,88,132317,1525,110,16,47,10,11.5,3,36.2,16.7,Non-Metro
Jul-2023,FY24,Bhopal,Madhya Pradesh,Flipkart,110,104994,913,191,35,39,8,7.8,2,39.1,19.3,Non-Metro
Jul-2023,FY24,Bhopal,Madhya Pradesh,Ugaoo Website,86,133340,1582,147,21,28,4,5.1,4,19.5,17.4,Non-Metro
Jul-2023,FY24,Bhopal,Madhya Pradesh,Blinkit,41,61363,1552,52,9,15,2,5.2,1,40.2,8.1,Non-Metro
Jul-2023,FY24,Bhopal,Madhya Pradesh,Zepto,31,47977,1412,54,7,11,3,11.7,1,39.6,10.3,Non-Metro
Jul-2023,FY24,Bhopal,Madhya Pradesh,Retail Store,105,156293,1509,169,38,55,9,9.3,5,43.4,13.1,Non-Metro
Jul-2023,FY24,Bhopal,Madhya Pradesh,Corporate Gifting,57,67442,1268,93,17,19,6,11.5,2,34.2,17.3,Non-Metro
Jul-2023,FY24,Bhopal,Madhya Pradesh,Meesho,14,15653,1344,23,5,6,0,6.8,0,34.7,10.5,Non-Metro
Jul-2023,FY24,Indore,Madhya Pradesh,Amazon,112,176913,1540,180,40,45,7,7.0,6,40.1,10.8,Non-Metro
Jul-2023,FY24,Indore,Madhya Pradesh,Flipkart,106,145066,1405,179,30,49,6,6.3,3,21.9,6.2,Non-Metro
Jul-2023,FY24,Indore,Madhya Pradesh,Ugaoo Website,72,66844,904,97,23,23,5,7.1,2,42.9,11.8,Non-Metro
Jul-2023,FY24,Indore,Madhya Pradesh,Blinkit,38,44359,1227,55,13,17,2,6.9,1,25.7,15.1,Non-Metro
Jul-2023,FY24,Indore,Madhya Pradesh,Zepto,33,40400,1346,42,12,14,2,8.4,1,18.1,16.0,Non-Metro
Jul-2023,FY24,Indore,Madhya Pradesh,Retail Store,84,129949,1500,130,34,33,7,8.5,3,22.5,13.1,Non-Metro
Jul-2023,FY24,Indore,Madhya Pradesh,Corporate Gifting,50,56296,1037,81,15,19,3,7.3,1,30.1,10.8,Non-Metro
Jul-2023,FY24,Indore,Madhya Pradesh,Meesho,15,15060,1062,24,2,4,1,7.1,0,20.7,18.6,Non-Metro
Aug-2023,FY24,Bengaluru,Karnataka,Amazon,3271,5176695,1583,4567,1079,1151,353,10.8,128,25.3,14.5,Metro
Aug-2023,FY24,Bengaluru,Karnataka,Flipkart,2223,1947403,877,3730,472,718,135,6.1,129,29.8,15.1,Metro
Aug-2023,FY24,Bengaluru,Karnataka,Ugaoo Website,2210,3137911,1420,3421,476,1201,232,10.5,75,34.0,16.4,Metro
Aug-2023,FY24,Bengaluru,Karnataka,Blinkit,1209,1791427,1478,1704,342,448,112,9.3,31,41.5,14.1,Metro
Aug-2023,FY24,Bengaluru,Karnataka,Zepto,1084,1236998,1142,1420,309,389,106,9.8,31,42.2,6.7,Metro
Aug-2023,FY24,Bengaluru,Karnataka,Retail Store,2674,3613384,1352,3635,711,1214,133,5.0,100,34.8,8.6,Metro
Aug-2023,FY24,Bengaluru,Karnataka,Corporate Gifting,1018,1122602,1106,1743,220,540,70,6.9,49,34.1,7.7,Metro
Aug-2023,FY24,Bengaluru,Karnataka,Meesho,465,552674,1199,653,157,202,23,5.1,20,28.4,11.4,Metro
Aug-2023,FY24,Mumbai,Maharashtra,Amazon,1864,2978021,1599,2182,432,586,182,9.8,57,35.4,12.7,Metro
Aug-2023,FY24,Mumbai,Maharashtra,Flipkart,1992,2147139,1077,2877,434,926,141,7.1,78,19.8,7.2,Metro
Aug-2023,FY24,Mumbai,Maharashtra,Ugaoo Website,1396,1982603,1417,2473,520,460,117,8.4,35,37.3,18.2,Metro
Aug-2023,FY24,Mumbai,Maharashtra,Blinkit,619,638609,1037,757,136,328,77,12.5,29,42.8,5.6,Metro
Aug-2023,FY24,Mumbai,Maharashtra,Zepto,1036,1511445,1461,1533,214,445,107,10.4,56,41.1,12.3,Metro
Aug-2023,FY24,Mumbai,Maharashtra,Retail Store,1164,1102018,947,1557,252,429,107,9.2,38,40.5,15.4,Metro
Aug-2023,FY24,Mumbai,Maharashtra,Corporate Gifting,935,1478453,1579,1534,224,325,62,6.7,46,26.1,16.8,Metro
Aug-2023,FY24,Mumbai,Maharashtra,Meesho,318,383427,1219,440,98,159,40,12.8,10,41.2,6.7,Metro
Aug-2023,FY24,Delhi,Delhi,Amazon,1466,1655273,1126,2082,271,581,115,7.9,75,40.2,11.7,Metro
Aug-2023,FY24,Delhi,Delhi,Flipkart,1618,1835310,1133,2418,351,561,131,8.1,35,40.0,10.0,Metro
Aug-2023,FY24,Delhi,Delhi,Ugaoo Website,1240,1545213,1247,1484,225,461,69,5.6,49,44.6,8.7,Metro
Aug-2023,FY24,Delhi,Delhi,Blinkit,693,833531,1197,901,242,231,79,11.5,18,39.4,10.6,Metro
Aug-2023,FY24,Delhi,Delhi,Zepto,689,1002031,1453,797,267,373,87,12.7,22,24.9,17.9,Metro
Aug-2023,FY24,Delhi,Delhi,Retail Store,999,1233677,1237,1623,229,484,103,10.4,33,31.1,12.9,Metro
Aug-2023,FY24,Delhi,Delhi,Corporate Gifting,699,838018,1199,1175,238,216,37,5.4,22,20.9,11.0,Metro
Aug-2023,FY24,Delhi,Delhi,Meesho,218,223367,1018,289,89,89,11,5.5,12,18.7,19.5,Metro
Aug-2023,FY24,Pune,Maharashtra,Amazon,1282,1626067,1268,1956,302,446,82,6.4,54,25.8,9.1,Metro
Aug-2023,FY24,Pune,Maharashtra,Flipkart,1257,1480248,1175,1964,504,409,130,10.4,25,18.7,7.8,Metro
Aug-2023,FY24,Pune,Maharashtra,Ugaoo Website,1167,1436980,1232,1504,283,432,143,12.3,50,40.4,12.2,Metro
Aug-2023,FY24,Pune,Maharashtra,Blinkit,345,553150,1595,549,85,111,42,12.4,20,19.4,15.4,Metro
Aug-2023,FY24,Pune,Maharashtra,Zepto,146,161487,1075,190,41,53,11,8.1,8,44.2,15.6,Metro
Aug-2023,FY24,Pune,Maharashtra,Retail Store,565,894408,1583,847,151,188,63,11.2,23,30.1,13.4,Metro
Aug-2023,FY24,Pune,Maharashtra,Corporate Gifting,488,545464,1128,866,173,221,51,10.6,23,30.8,17.8,Metro
Aug-2023,FY24,Pune,Maharashtra,Meesho,180,263923,1452,305,33,95,16,8.9,7,37.5,13.7,Metro
Aug-2023,FY24,Hyderabad,Telangana,Amazon,725,1084174,1492,961,134,396,58,8.0,19,44.5,14.3,Metro
Aug-2023,FY24,Hyderabad,Telangana,Flipkart,1030,1348470,1306,1187,279,557,63,6.2,51,31.9,14.9,Metro
Aug-2023,FY24,Hyderabad,Telangana,Ugaoo Website,709,1130161,1600,1059,145,388,61,8.7,35,25.4,13.2,Metro
Aug-2023,FY24,Hyderabad,Telangana,Blinkit,204,182571,888,308,41,107,15,7.7,10,25.9,13.9,Metro
Aug-2023,FY24,Hyderabad,Telangana,Zepto,248,291938,1180,303,85,103,21,8.6,12,29.8,5.6,Metro
Aug-2023,FY24,Hyderabad,Telangana,Retail Store,673,895784,1326,769,264,234,74,11.1,26,23.9,19.3,Metro
Aug-2023,FY24,Hyderabad,Telangana,Corporate Gifting,301,453906,1512,511,116,95,18,6.1,9,31.8,9.9,Metro
Aug-2023,FY24,Hyderabad,Telangana,Meesho,97,106439,1090,157,24,33,9,9.5,5,21.7,8.7,Metro
Aug-2023,FY24,Chennai,Tamil Nadu,Amazon,874,993984,1134,1034,206,394,83,9.6,30,43.4,15.0,Non-Metro
Aug-2023,FY24,Chennai,Tamil Nadu,Flipkart,471,593038,1265,531,170,169,59,12.7,10,41.2,13.5,Non-Metro
Aug-2023,FY24,Chennai,Tamil Nadu,Ugaoo Website,436,649203,1486,748,100,156,22,5.2,14,35.1,17.5,Non-Metro
Aug-2023,FY24,Chennai,Tamil Nadu,Blinkit,296,410458,1372,498,105,91,33,11.2,7,24.8,10.5,Non-Metro
Aug-2023,FY24,Chennai,Tamil Nadu,Zepto,252,257110,1008,285,70,129,26,10.4,11,34.5,5.9,Non-Metro
Aug-2023,FY24,Chennai,Tamil Nadu,Retail Store,680,928141,1366,1044,141,216,67,9.9,27,31.4,18.1,Non-Metro
Aug-2023,FY24,Chennai,Tamil Nadu,Corporate Gifting,282,274273,981,507,85,145,31,11.0,10,43.6,9.5,Non-Metro
Aug-2023,FY24,Chennai,Tamil Nadu,Meesho,99,154639,1540,153,29,33,10,10.8,3,30.8,19.1,Non-Metro
Aug-2023,FY24,Kolkata,West Bengal,Amazon,385,340374,887,510,102,166,40,10.4,10,33.8,14.4,Non-Metro
Aug-2023,FY24,Kolkata,West Bengal,Flipkart,455,496201,1086,775,85,178,53,11.8,25,27.6,5.9,Non-Metro
Aug-2023,FY24,Kolkata,West Bengal,Ugaoo Website,345,411425,1180,527,110,178,27,8.1,15,34.1,17.2,Non-Metro
Aug-2023,FY24,Kolkata,West Bengal,Blinkit,161,186400,1182,207,53,49,15,9.4,4,24.3,19.2,Non-Metro
Aug-2023,FY24,Kolkata,West Bengal,Zepto,202,239057,1173,268,38,83,24,11.9,8,31.0,14.4,Non-Metro
Aug-2023,FY24,Kolkata,West Bengal,Retail Store,258,239691,940,395,75,121,20,7.8,14,29.9,14.2,Non-Metro
Aug-2023,FY24,Kolkata,West Bengal,Corporate Gifting,226,197339,866,341,55,118,21,9.3,9,28.6,16.6,Non-Metro
Aug-2023,FY24,Kolkata,West Bengal,Meesho,52,40740,875,81,15,20,4,8.2,2,25.5,14.5,Non-Metro
Aug-2023,FY24,Ahmedabad,Gujarat,Amazon,406,377604,936,457,95,203,47,11.7,17,26.7,9.8,Non-Metro
Aug-2023,FY24,Ahmedabad,Gujarat,Flipkart,224,345329,1550,267,90,104,24,10.8,5,30.0,11.4,Non-Metro
Aug-2023,FY24,Ahmedabad,Gujarat,Ugaoo Website,224,242428,1098,252,92,76,21,9.4,8,42.8,14.9,Non-Metro
Aug-2023,FY24,Ahmedabad,Gujarat,Blinkit,102,118499,1172,162,33,45,7,7.4,4,37.3,17.2,Non-Metro
Aug-2023,FY24,Ahmedabad,Gujarat,Zepto,114,142670,1242,200,21,49,9,7.9,4,30.2,7.6,Non-Metro
Aug-2023,FY24,Ahmedabad,Gujarat,Retail Store,251,259936,1016,420,47,121,22,8.9,13,42.7,18.6,Non-Metro
Aug-2023,FY24,Ahmedabad,Gujarat,Corporate Gifting,131,180680,1389,158,33,63,16,12.4,5,23.1,19.8,Non-Metro
Aug-2023,FY24,Ahmedabad,Gujarat,Meesho,40,57526,1514,46,14,16,4,10.6,1,44.1,9.4,Non-Metro
Aug-2023,FY24,Jaipur,Rajasthan,Amazon,188,258673,1372,249,39,65,22,11.8,4,37.3,16.9,Non-Metro
Aug-2023,FY24,Jaipur,Rajasthan,Flipkart,163,175570,1100,218,57,80,15,9.8,3,25.5,9.3,Non-Metro
Aug-2023,FY24,Jaipur,Rajasthan,Ugaoo Website,129,153630,1181,227,31,53,10,8.1,4,27.9,18.1,Non-Metro
Aug-2023,FY24,Jaipur,Rajasthan,Blinkit,92,148330,1592,138,37,30,10,11.3,4,30.0,20.0,Non-Metro
Aug-2023,FY24,Jaipur,Rajasthan,Zepto,62,52129,873,79,13,27,3,5.7,2,24.5,10.1,Non-Metro
Aug-2023,FY24,Jaipur,Rajasthan,Retail Store,226,243308,1062,382,90,75,22,9.9,12,21.4,7.9,Non-Metro
Aug-2023,FY24,Jaipur,Rajasthan,Corporate Gifting,92,83213,867,155,25,39,9,10.2,3,44.6,8.2,Non-Metro
Aug-2023,FY24,Jaipur,Rajasthan,Meesho,27,29376,1164,30,10,9,2,10.2,0,31.8,12.0,Non-Metro
Aug-2023,FY24,Gurgaon,Haryana,Amazon,242,228636,954,338,73,131,30,12.8,10,31.7,15.4,Non-Metro
Aug-2023,FY24,Gurgaon,Haryana,Flipkart,154,217549,1382,262,62,50,12,8.4,5,34.3,13.3,Non-Metro
Aug-2023,FY24,Gurgaon,Haryana,Ugaoo Website,108,106872,1012,147,37,39,8,7.7,2,40.0,5.7,Non-Metro
Aug-2023,FY24,Gurgaon,Haryana,Blinkit,77,83250,1021,108,31,36,9,12.1,2,32.5,8.6,Non-Metro
Aug-2023,FY24,Gurgaon,Haryana,Zepto,80,110030,1425,122,15,41,6,8.0,4,38.1,6.0,Non-Metro
Aug-2023,FY24,Gurgaon,Haryana,Retail Store,196,308610,1597,271,60,66,15,8.1,8,21.7,17.7,Non-Metro
Aug-2023,FY24,Gurgaon,Haryana,Corporate Gifting,96,132736,1383,119,31,44,11,11.8,4,22.1,10.2,Non-Metro
Aug-2023,FY24,Gurgaon,Haryana,Meesho,28,25494,942,44,5,8,3,11.5,1,30.9,19.2,Non-Metro
Aug-2023,FY24,Noida,Uttar Pradesh,Amazon,116,172959,1453,163,25,61,13,11.8,5,26.2,18.5,Non-Metro
Aug-2023,FY24,Noida,Uttar Pradesh,Flipkart,59,95270,1575,90,24,27,3,6.4,1,27.0,7.8,Non-Metro
Aug-2023,FY24,Noida,Uttar Pradesh,Ugaoo Website,89,81452,912,114,33,46,8,10.1,2,31.1,17.7,Non-Metro
Aug-2023,FY24,Noida,Uttar Pradesh,Blinkit,47,51311,1121,59,16,16,6,12.8,2,41.9,17.3,Non-Metro
Aug-2023,FY24,Noida,Uttar Pradesh,Zepto,27,35626,1229,36,5,9,3,12.3,1,27.5,8.2,Non-Metro
Aug-2023,FY24,Noida,Uttar Pradesh,Retail Store,95,137242,1434,152,22,29,10,10.7,4,25.8,10.1,Non-Metro
Aug-2023,FY24,Noida,Uttar Pradesh,Corporate Gifting,41,35356,950,69,10,20,2,5.7,0,37.7,5.1,Non-Metro
Aug-2023,FY24,Noida,Uttar Pradesh,Meesho,19,18778,926,29,3,10,2,11.0,1,33.5,17.3,Non-Metro
Aug-2023,FY24,Nashik,Maharashtra,Amazon,110,137294,1234,142,44,44,10,9.6,6,19.2,18.6,Non-Metro
Aug-2023,FY24,Nashik,Maharashtra,Flipkart,117,160028,1342,141,23,51,10,9.3,6,36.3,9.5,Non-Metro
Aug-2023,FY24,Nashik,Maharashtra,Ugaoo Website,65,62398,989,98,13,29,4,7.0,2,31.2,15.6,Non-Metro
Aug-2023,FY24,Nashik,Maharashtra,Blinkit,40,40718,945,64,12,17,2,6.9,1,34.3,5.9,Non-Metro
Aug-2023,FY24,Nashik,Maharashtra,Zepto,33,49236,1503,47,7,17,1,5.0,1,33.2,14.4,Non-Metro
Aug-2023,FY24,Nashik,Maharashtra,Retail Store,87,88312,1060,146,34,29,9,10.4,4,42.5,17.8,Non-Metro
