order_id,customer_id,order_date,order_month,order_quarter,channel,city,state,product_id,product_name,category,sub_category,quantity,unit_price,discount_pct,gross_value_inr,order_value,delivery_days,payment_mode,order_status,is_gift_order,replacement_claimed,delivery_rating,fy,gender,age,segment,acquisition_channel,nps_score,app_user,cost_price_inr,gross_margin_pct,maintenance_level,is_bestseller,profit,profit_margin,final_price,is_returned,year,month,month_name,quarter,risk_flag,order_month_n,order_week,order_day_of_week,age_band,delivery_speed,delivery_rating_flag,is_delivered
UGA2318584,CUST009874,2024-04-05,Apr-2024,Q2 FY25,Blinkit,Kolkata,West Bengal,SD004,Chilli Hybrid Seeds,Seeds,Vegetable Seeds,2,99,5,198,188.0,0.5,Debit Card,Delivered,Gift,Not Claimed,4.0,2024-25,Male,23,New,Influencer,7,Non-App User,22,77.8,Low,Standard,146.26,77.8,94.0,No,2024,4,Apr,2,Low Risk,4,14,Friday,18-25,1-2 Days,Rated,1
UGA2318585,CUST000642,2024-08-28,Aug-2024,Q3 FY25,Amazon,Bengaluru,Karnataka,PL006,ZZ Plant,Live Plants,Indoor Plants,4,499,10,1996,1796.0,2.0,UPI,Delivered,Gift,Not Claimed,4.0,2024-25,Female,46,Returning,Influencer,6,Non-App User,160,67.9,Very Low,Standard,1219.48,67.9,449.0,No,2024,8,Aug,3,Low Risk,8,35,Wednesday,46-60,1-2 Days,Rated,1
UGA2318586,CUST001537,2024-05-09,May-2024,Q2 FY25,Retail Store,Gurgaon,Haryana,GF005,Anniversary Succulent Box,Gifting,Gift Boxes,2,1074,20,2198,1758.0,3.0,UPI,Delivered,Standard,Not Claimed,3.0,2024-25,Female,44,Loyal,Instagram,8,Non-App User,430,60.9,Not Applicable,Standard,1070.62,60.9,879.0,No,2024,5,May,2,Low Risk,5,19,Thursday,36-45,3-4 Days,Rated,1
UGA2318587,CUST008900,2023-10-10,Oct-2023,Q4 FY24,Retail Store,Bengaluru,Karnataka,PL014,Ixora,Live Plants,Outdoor Plants,2,269,10,538,484.0,2.0,UPI,Delivered,Standard,Not Claimed,4.0,2023-24,Female,33,Returning,Google Ads,10,App User,85,68.4,Medium,Standard,331.06,68.4,242.0,No,2023,10,Oct,4,Low Risk,10,41,Tuesday,26-35,1-2 Days,Rated,1
UGA2318588,CUST011145,2023-08-21,Aug-2023,Q3 FY24,Amazon,Delhi,Delhi,PL004,Fiddle Leaf Fig,Live Plants,Indoor Plants,1,799,0,799,799.0,3.0,COD,Delivered,Standard,Not Claimed,5.0,2023-24,Male,27,Returning,Organic Search,6,App User,300,62.5,Medium,Standard,499.38,62.5,799.0,No,2023,8,Aug,3,Low Risk,8,34,Monday,26-35,3-4 Days,Rated,1
UGA2318589,CUST009592,2025-02-23,Feb-2025,Q1 FY25,Ugaoo Website,Gurgaon,Haryana,PL010,Aglaonema Red,Live Plants,Indoor Plants,1,649,0,649,649.0,4.0,UPI,Delivered,Standard,Not Claimed,4.0,2024-25,Female,41,Loyal,Organic Search,7,Non-App User,210,67.6,Low,Standard,438.72,67.6,649.0,No,2025,2,Feb,1,Low Risk,2,8,Sunday,36-45,3-4 Days,Rated,1
UGA2318590,CUST000012,2023-04-07,Apr-2023,Q2 FY24,Flipkart,Bengaluru,Karnataka,PL013,Bougainvillea,Live Plants,Outdoor Plants,1,349,10,349,314.0,2.0,UPI,Delivered,Standard,Not Claimed,3.0,2023-24,Male,40,Returning,Organic Search,7,App User,115,67.0,Low,Standard,210.38,67.0,314.0,No,2023,4,Apr,2,Low Risk,4,14,Friday,36-45,1-2 Days,Rated,1
UGA2318591,CUST004702,2023-07-25,Jul-2023,Q3 FY24,Corporate Gifting,Hyderabad,Telangana,PL003,Snake Plant (Sansevieria),Live Plants,Indoor Plants,2,349,15,698,1499.0,1.0,UPI,Delivered,Standard,Not Claimed,5.0,2023-24,Female,45,Returning,Word of Mouth,10,App User,100,71.3,Very Low,Bestseller,1068.79,71.3,749.5,No,2023,7,Jul,3,Low Risk,7,30,Tuesday,36-45,1-2 Days,Rated,1
UGA2318592,CUST001301,2023-12-23,Dec-2023,Q4 FY24,Amazon,Mumbai,Maharashtra,SD003,Coriander Seeds (50g),Seeds,Vegetable Seeds,1,59,20,59,47.0,4.0,UPI,Delivered,Standard,Not Claimed,3.0,2023-24,Female,40,New,Instagram,10,App User,12,79.7,Low,Standard,37.46,79.7,47.0,No,2023,12,Dec,4,Low Risk,12,51,Saturday,36-45,3-4 Days,Rated,1
UGA2318593,CUST011168,2023-12-09,Dec-2023,Q4 FY24,Amazon,Kolkata,West Bengal,SD001,Cherry Tomato Seeds,Seeds,Vegetable Seeds,1,89,0,89,89.0,2.0,UPI,Delivered,Standard,Not Claimed,5.0,2023-24,Female,30,New,Organic Search,7,Non-App User,18,79.8,Low,Bestseller,71.02,79.8,89.0,No,2023,12,Dec,4,Low Risk,12,49,Saturday,26-35,1-2 Days,Rated,1
UGA2318594,CUST003643,2024-10-21,Oct-2024,Q4 FY25,Zepto,Mumbai,Maharashtra,SD005,Marigold Seeds,Seeds,Flower Seeds,1,79,0,79,79.0,0.5,UPI,Delivered,Standard,Not Claimed,4.0,2024-25,Male,45,Loyal,Amazon,7,Non-App User,16,79.7,Low,Standard,62.96,79.7,79.0,No,2024,10,Oct,4,Low Risk,10,43,Monday,36-45,1-2 Days,Rated,1
UGA2318595,CUST003029,2023-05-13,May-2023,Q2 FY24,Flipkart,Mumbai,Maharashtra,PL003,Snake Plant (Sansevieria),Live Plants,Indoor Plants,1,349,15,349,297.0,3.0,UPI,Delivered,Gift,Not Claimed,4.0,2023-24,Male,38,New,Instagram,5,App User,100,71.3,Very Low,Bestseller,211.76,71.3,297.0,No,2023,5,May,2,Low Risk,5,19,Saturday,36-45,3-4 Days,Rated,1
UGA2318596,CUST001866,2023-09-09,Sep-2023,Q3 FY24,Amazon,Bengaluru,Karnataka,PL019,Areca Palm,Live Plants,Air Purifiers,1,749,10,749,674.0,3.0,Credit Card,Delivered,Standard,Not Claimed,4.0,2023-24,Female,39,Loyal,Email,7,App User,250,66.6,Low,Standard,448.88,66.6,674.0,No,2023,9,Sep,3,Low Risk,9,36,Saturday,36-45,3-4 Days,Rated,1
UGA2318597,CUST004538,2023-11-06,Nov-2023,Q4 FY24,Flipkart,Bengaluru,Karnataka,PL003,Snake Plant (Sansevieria),Live Plants,Indoor Plants,2,349,0,698,1291.0,2.0,UPI,Delivered,Standard,Not Claimed,3.0,2023-24,Male,39,Returning,Organic Search,10,App User,100,71.3,Very Low,Bestseller,920.48,71.3,645.5,No,2023,11,Nov,4,Low Risk,11,45,Monday,36-45,1-2 Days,Rated,1
UGA2318598,CUST008526,2024-10-12,Oct-2024,Q4 FY25,Amazon,Chennai,Tamil Nadu,FR005,Plant Tonic – Rooting Hormone,Fertilisers,Specialty,4,219,10,876,788.0,4.0,UPI,Delivered,Standard,Not Claimed,5.0,2024-25,Male,21,Loyal,Amazon,10,Non-App User,70,68.0,Not Applicable,Standard,535.84,68.0,197.0,No,2024,10,Oct,4,Low Risk,10,41,Saturday,18-25,3-4 Days,Rated,1
UGA2318599,CUST011493,2023-05-01,May-2023,Q2 FY24,Zepto,Mumbai,Maharashtra,PL015,Marigold Seedling,Live Plants,Outdoor Plants,3,129,0,387,387.0,0.5,UPI,Delivered,Gift,Not Claimed,4.0,2023-24,Male,21,Returning,Word of Mouth,8,Non-App User,40,69.0,Medium,Standard,267.03,69.0,129.0,No,2023,5,May,2,Low Risk,5,18,Monday,18-25,1-2 Days,Rated,1
UGA2318600,CUST004006,2023-12-27,Dec-2023,Q4 FY24,Amazon,Pune,Maharashtra,PL014,Ixora,Live Plants,Outdoor Plants,1,269,0,269,470.0,3.0,UPI,Delivered,Standard,Not Claimed,5.0,2023-24,Female,40,Loyal,Influencer,6,App User,85,68.4,Medium,Standard,321.48,68.4,470.0,No,2023,12,Dec,4,Low Risk,12,52,Wednesday,36-45,3-4 Days,Rated,1
UGA2318601,CUST003761,2023-06-09,Jun-2023,Q2 FY24,Amazon,Bengaluru,Karnataka,SD009,Basil Seeds,Seeds,Herb Seeds,1,69,0,69,69.0,4.5,UPI,Returned,Standard,Not Claimed,No Rating,2023-24,Male,32,Loyal,Amazon,6,Non-App User,15,78.3,Low,Standard,54.03,78.3,69.0,No,2023,6,Jun,2,Low Risk,6,23,Friday,26-35,5+ Days,No Rating,0
UGA2318602,CUST002683,2023-09-11,Sep-2023,Q3 FY24,Meesho,Jaipur,Rajasthan,TL002,Watering Can 2L,Tools,Watering,1,299,0,299,299.0,2.0,Credit Card,Delivered,Standard,Not Claimed,4.0,2023-24,Female,33,Loyal,Organic Search,8,App User,95,68.2,Not Applicable,Standard,203.92,68.2,299.0,No,2023,9,Sep,3,Low Risk,9,37,Monday,26-35,1-2 Days,Rated,1
UGA2318603,CUST010602,2025-02-28,Feb-2025,Q1 FY25,Corporate Gifting,Hyderabad,Telangana,TL002,Watering Can 2L,Tools,Watering,4,299,20,1196,1499.0,2.0,UPI,Delivered,Gift,Not Claimed,3.0,2024-25,Female,36,Returning,Influencer,7,App User,95,68.2,Not Applicable,Standard,1022.32,68.2,374.75,No,2025,2,Feb,1,Low Risk,2,9,Friday,36-45,1-2 Days,Rated,1
UGA2318604,CUST006470,2024-05-19,May-2024,Q2 FY25,Flipkart,Bengaluru,Karnataka,PL002,Peace Lily,Live Plants,Indoor Plants,2,299,20,598,478.0,3.0,UPI,Returned,Standard,Claimed,No Rating,2024-25,Female,37,Loyal,Google Ads,8,Non-App User,90,69.9,Low,Standard,334.12,69.9,239.0,Yes,2024,5,May,2,Low Risk,5,20,Sunday,36-45,3-4 Days,No Rating,0
UGA2318605,CUST011009,2025-02-18,Feb-2025,Q1 FY25,Flipkart,Pune,Maharashtra,PL003,Snake Plant (Sansevieria),Live Plants,Indoor Plants,1,349,0,349,453.0,2.0,UPI,Delivered,Standard,Not Claimed,3.0,2024-25,Female,36,Returning,Amazon,6,App User,100,71.3,Very Low,Bestseller,322.99,71.3,453.0,No,2025,2,Feb,1,Low Risk,2,8,Tuesday,36-45,1-2 Days,Rated,1
UGA2318606,CUST009653,2023-07-15,Jul-2023,Q3 FY24,Retail Store,Nashik,Maharashtra,PL004,Fiddle Leaf Fig,Live Plants,Indoor Plants,1,799,0,799,799.0,4.0,UPI,Delivered,Standard,Not Claimed,3.0,2023-24,Female,45,Returning,Organic Search,7,App User,300,62.5,Medium,Standard,499.38,62.5,799.0,No,2023,7,Jul,3,Low Risk,7,28,Saturday,36-45,3-4 Days,Rated,1
UGA2318607,CUST009305,2023-08-05,Aug-2023,Q3 FY24,Amazon,Delhi,Delhi,SD006,Sunflower Seeds,Seeds,Flower Seeds,1,99,0,99,99.0,4.5,UPI,Cancelled,Standard,Not Claimed,No Rating,2023-24,Male,38,Loyal,Word of Mouth,9,Non-App User,20,79.8,Low,Standard,79.0,79.8,99.0,No,2023,8,Aug,3,Low Risk,8,31,Saturday,36-45,5+ Days,No Rating,0
UGA2318608,CUST009609,2024-12-04,Dec-2024,Q4 FY25,Retail Store,Bengaluru,Karnataka,GF002,Plant Parent Gift Box,Gifting,Gift Boxes,1,1074,5,1649,1567.0,3.0,UPI,Delivered,Standard,Not Claimed,5.0,2024-25,Female,47,Returning,Word of Mouth,10,Non-App User,660,60.0,Not Applicable,Standard,940.2,60.0,1567.0,No,2024,12,Dec,4,Low Risk,12,49,Wednesday,46-60,3-4 Days,Rated,1
UGA2318609,CUST008048,2023-12-14,Dec-2023,Q4 FY24,Retail Store,Hyderabad,Telangana,PT004,Classic Terracotta 6in,Pots & Planters,Terracotta Pots,4,219,5,876,1456.0,2.0,UPI,Delivered,Standard,Not Claimed,3.0,2023-24,Female,39,Returning,Word of Mouth,7,App User,70,68.0,Not Applicable,Standard,990.08,68.0,364.0,No,2023,12,Dec,4,Low Risk,12,50,Thursday,36-45,1-2 Days,Rated,1
UGA2318610,CUST007908,2023-10-05,Oct-2023,Q4 FY24,Retail Store,Bengaluru,Karnataka,SD008,Methi Seeds (100g),Seeds,Herb Seeds,1,49,10,49,68.0,2.0,UPI,Delivered,Standard,Not Claimed,5.0,2023-24,Female,44,Returning,Instagram,10,Non-App User,10,79.6,Low,Standard,54.13,79.6,68.0,No,2023,10,Oct,4,Low Risk,10,40,Thursday,36-45,1-2 Days,Rated,1
UGA2318611,CUST002239,2025-03-09,Mar-2025,Q1 FY25,Meesho,Bengaluru,Karnataka,PT007,Vertical Wall Planter (5 pocket),Pots & Planters,Wall Planters,2,1074,10,2398,2158.0,4.0,UPI,Delivered,Standard,Not Claimed,4.0,2024-25,Male,35,Loyal,Google Ads,8,Non-App User,390,67.5,Not Applicable,Standard,1456.65,67.5,1079.0,No,2025,3,Mar,1,Low Risk,3,10,Sunday,26-35,3-4 Days,Rated,1
UGA2318612,CUST002269,2024-01-28,Jan-2024,Q1 FY24,Flipkart,Bengaluru,Karnataka,GF001,Green Starter Kit,Gifting,Beginner Kits,1,899,10,899,809.0,4.0,UPI,Delivered,Standard,Not Claimed,5.0,2023-24,Female,48,Loyal,Word of Mouth,9,App User,370,58.8,Not Applicable,Bestseller,475.69,58.8,809.0,No,2024,1,Jan,1,Low Risk,1,4,Sunday,46-60,3-4 Days,Rated,1
UGA2318613,CUST011316,2024-03-30,Mar-2024,Q1 FY24,Amazon,Mumbai,Maharashtra,PL006,ZZ Plant,Live Plants,Indoor Plants,1,499,10,499,449.0,4.0,UPI,Delivered,Standard,Not Claimed,3.0,2023-24,Male,30,New,Amazon,7,Non-App User,160,67.9,Very Low,Standard,304.87,67.9,449.0,No,2024,3,Mar,1,Low Risk,3,13,Saturday,26-35,3-4 Days,Rated,1
UGA2318614,CUST003770,2025-03-14,Mar-2025,Q1 FY25,Flipkart,Bengaluru,Karnataka,PT004,Classic Terracotta 6in,Pots & Planters,Terracotta Pots,2,219,5,438,416.0,2.0,Credit Card,Delivered,Standard,Not Claimed,3.0,2024-25,Female,32,Loyal,Instagram,7,Non-App User,70,68.0,Not Applicable,Standard,282.88,68.0,208.0,No,2025,3,Mar,1,Low Risk,3,11,Friday,26-35,1-2 Days,Rated,1
UGA2318615,CUST006884,2024-04-22,Apr-2024,Q2 FY25,Retail Store,Pune,Maharashtra,PL010,Aglaonema Red,Live Plants,Indoor Plants,1,649,0,649,649.0,2.0,UPI,Delivered,Standard,Not Claimed,5.0,2024-25,Male,44,Returning,Influencer,7,Non-App User,210,67.6,Low,Standard,438.72,67.6,649.0,No,2024,4,Apr,2,Low Risk,4,17,Monday,36-45,1-2 Days,Rated,1
UGA2318616,CUST010085,2024-02-29,Feb-2024,Q1 FY24,Retail Store,Bhopal,Madhya Pradesh,PT008,Nursery Grow Bags (5 pack),Pots & Planters,Grow Bags,2,269,5,538,511.0,2.0,UPI,Delivered,Standard,Not Claimed,5.0,2023-24,Female,31,Returning,Word of Mouth,6,Non-App User,80,70.3,Not Applicable,Standard,359.23,70.3,255.5,No,2024,2,Feb,1,Low Risk,2,9,Thursday,26-35,1-2 Days,Rated,1
UGA2318617,CUST011828,2024-07-07,Jul-2024,Q3 FY25,Zepto,Bengaluru,Karnataka,PL004,Fiddle Leaf Fig,Live Plants,Indoor Plants,2,799,0,1598,999.0,0.5,Debit Card,Delivered,Standard,Not Claimed,3.0,2024-25,Female,21,Returning,Instagram,8,App User,300,62.5,Medium,Standard,624.38,62.5,499.5,No,2024,7,Jul,3,Low Risk,7,27,Sunday,18-25,1-2 Days,Rated,1
UGA2318618,CUST002962,2024-01-23,Jan-2024,Q1 FY24,Retail Store,Bengaluru,Karnataka,PT008,Nursery Grow Bags (5 pack),Pots & Planters,Grow Bags,1,269,10,269,363.0,3.0,UPI,Delivered,Standard,Not Claimed,3.0,2023-24,Female,39,Returning,Amazon,9,App User,80,70.3,Not Applicable,Standard,255.19,70.3,363.0,No,2024,1,Jan,1,Low Risk,1,4,Tuesday,36-45,3-4 Days,Rated,1
UGA2318619,CUST005469,2023-04-11,Apr-2023,Q2 FY24,Retail Store,Delhi,Delhi,PL008,Money Plant (Epipremnum),Live Plants,Indoor Plants,3,179,0,537,537.0,2.0,UPI,Delivered,Gift,Not Claimed,4.0,2023-24,Female,21,New,Organic Search,7,App User,50,72.1,Very Low,Bestseller,387.18,72.1,179.0,No,2023,4,Apr,2,Low Risk,4,15,Tuesday,18-25,1-2 Days,Rated,1
UGA2318620,CUST007267,2023-09-09,Sep-2023,Q3 FY24,Retail Store,Hyderabad,Telangana,PL020,Bamboo Palm,Live Plants,Air Purifiers,2,799,5,1598,1518.0,3.0,UPI,Delivered,Standard,Not Claimed,3.0,2023-24,Female,30,New,Instagram,8,Non-App User,270,66.2,Low,Standard,1004.92,66.2,759.0,No,2023,9,Sep,3,Low Risk,9,36,Saturday,26-35,3-4 Days,Rated,1
UGA2318621,CUST009646,2023-09-13,Sep-2023,Q3 FY24,Retail Store,Mumbai,Maharashtra,PT001,Ceramic Pot 5 inch – White,Pots & Planters,Ceramic Pots,1,319,20,319,255.0,2.0,UPI,Delivered,Standard,Not Claimed,3.0,2023-24,Female,57,Returning,Amazon,8,Non-App User,105,67.1,Not Applicable,Standard,171.1,67.1,255.0,No,2023,9,Sep,3,Low Risk,9,37,Wednesday,46-60,1-2 Days,Rated,1
UGA2318622,CUST010767,2023-07-18,Jul-2023,Q3 FY24,Meesho,Mumbai,Maharashtra,PL014,Ixora,Live Plants,Outdoor Plants,4,269,15,1076,915.0,2.0,Debit Card,Delivered,Standard,Not Claimed,3.0,2023-24,Male,39,New,Organic Search,5,App User,85,68.4,Medium,Standard,625.86,68.4,228.75,No,2023,7,Jul,3,Low Risk,7,29,Tuesday,36-45,1-2 Days,Rated,1
UGA2318623,CUST006293,2024-04-20,Apr-2024,Q2 FY25,Ugaoo Website,Pune,Maharashtra,PL013,Bougainvillea,Live Plants,Outdoor Plants,2,349,10,698,628.0,1.0,UPI,Delivered,Standard,Not Claimed,3.0,2024-25,Female,21,New,Word of Mouth,9,App User,115,67.0,Low,Standard,420.76,67.0,314.0,No,2024,4,Apr,2,Low Risk,4,16,Saturday,18-25,1-2 Days,Rated,1
UGA2318624,CUST007989,2025-01-16,Jan-2025,Q1 FY25,Amazon,Mumbai,Maharashtra,PL008,Money Plant (Epipremnum),Live Plants,Indoor Plants,3,179,0,537,805.0,3.0,UPI,Delivered,Standard,Not Claimed,4.0,2024-25,Female,23,Returning,Email,6,App User,50,72.1,Very Low,Bestseller,580.4,72.1,268.33,No,2025,1,Jan,1,Low Risk,1,3,Thursday,18-25,3-4 Days,Rated,1
UGA2318625,CUST007946,2023-12-28,Dec-2023,Q4 FY24,Corporate Gifting,Chennai,Tamil Nadu,PL005,Golden Pothos,Live Plants,Indoor Plants,2,199,15,398,1499.0,1.0,UPI,Delivered,Standard,Not Claimed,3.0,2023-24,Male,38,New,Instagram,8,App User,60,69.8,Very Low,Bestseller,1046.3,69.8,749.5,No,2023,12,Dec,4,Low Risk,12,52,Thursday,36-45,1-2 Days,Rated,1
UGA2318626,CUST008374,2024-07-18,Jul-2024,Q3 FY25,Retail Store,Hyderabad,Telangana,SD008,Methi Seeds (100g),Seeds,Herb Seeds,3,49,15,147,125.0,3.0,UPI,Delivered,Gift,Not Claimed,5.0,2024-25,Female,29,New,Amazon,5,Non-App User,10,79.6,Low,Standard,99.5,79.6,41.67,No,2024,7,Jul,3,Low Risk,7,29,Thursday,26-35,3-4 Days,Rated,1
UGA2318627,CUST006032,2023-07-27,Jul-2023,Q3 FY24,Retail Store,Pune,Maharashtra,FR004,Bone Meal Fertiliser (500g),Fertilisers,Organic Fert.,1,299,0,299,299.0,4.5,UPI,Delivered,Standard,Not Claimed,5.0,2023-24,Female,25,Returning,Google Ads,9,App User,100,66.6,Not Applicable,Standard,199.13,66.6,299.0,No,2023,7,Jul,3,Low Risk,7,30,Thursday,18-25,5+ Days,Rated,1
UGA2318628,CUST007791,2023-05-30,May-2023,Q2 FY24,Amazon,Chennai,Tamil Nadu,SD003,Coriander Seeds (50g),Seeds,Vegetable Seeds,1,59,0,59,59.0,3.0,UPI,Delivered,Standard,Not Claimed,4.0,2023-24,Female,39,Returning,Organic Search,7,Non-App User,12,79.7,Low,Standard,47.02,79.7,59.0,No,2023,5,May,2,Low Risk,5,22,Tuesday,36-45,3-4 Days,Rated,1
UGA2318629,CUST008613,2023-08-11,Aug-2023,Q3 FY24,Corporate Gifting,Delhi,Delhi,PT005,Self-Watering Pot 7in,Pots & Planters,Self-Watering,1,749,0,749,1499.0,4.5,UPI,Delivered,Standard,Not Claimed,3.0,2023-24,Female,52,Loyal,Organic Search,6,Non-App User,240,68.0,Not Applicable,Standard,1019.32,68.0,1499.0,No,2023,8,Aug,3,Low Risk,8,32,Friday,46-60,5+ Days,Rated,1
UGA2318630,CUST011722,2023-04-19,Apr-2023,Q2 FY24,Flipkart,Ahmedabad,Gujarat,FR004,Bone Meal Fertiliser (500g),Fertilisers,Organic Fert.,1,299,5,299,284.0,3.0,UPI,Delivered,Gift,Not Claimed,3.0,2023-24,Female,46,New,Word of Mouth,7,App User,100,66.6,Not Applicable,Standard,189.14,66.6,284.0,No,2023,4,Apr,2,Low Risk,4,16,Wednesday,46-60,3-4 Days,Rated,1
UGA2318631,CUST005621,2023-06-23,Jun-2023,Q2 FY24,Amazon,Mumbai,Maharashtra,SD001,Cherry Tomato Seeds,Seeds,Vegetable Seeds,1,89,0,89,89.0,2.0,UPI,Delivered,Standard,Not Claimed,5.0,2023-24,Female,36,Loyal,Google Ads,9,App User,18,79.8,Low,Bestseller,71.02,79.8,89.0,No,2023,6,Jun,2,Low Risk,6,25,Friday,36-45,1-2 Days,Rated,1
UGA2318632,CUST002972,2025-01-24,Jan-2025,Q1 FY25,Amazon,Hyderabad,Telangana,GF005,Anniversary Succulent Box,Gifting,Gift Boxes,2,1074,5,2198,2364.5,1.0,UPI,Delivered,Standard,Not Claimed,4.0,2024-25,Female,21,Returning,Amazon,7,Non-App User,430,60.9,Not Applicable,Standard,1569.46,60.9,1566.0,No,2025,1,Jan,1,Low Risk,1,4,Friday,18-25,1-2 Days,Rated,1
UGA2318633,CUST007460,2024-05-18,May-2024,Q2 FY25,Amazon,Gurgaon,Haryana,PL016,Aloe Vera,Live Plants,Succulents,1,249,0,249,249.0,4.0,UPI,Cancelled,Standard,Not Claimed,No Rating,2024-25,Female,49,Returning,Instagram,8,App User,80,67.9,Very Low,Bestseller,169.07,67.9,249.0,No,2024,5,May,2,Low Risk,5,20,Saturday,46-60,3-4 Days,No Rating,0
UGA2318634,CUST010180,2024-05-04,May-2024,Q2 FY25,Zepto,Bengaluru,Karnataka,PT005,Self-Watering Pot 7in,Pots & Planters,Self-Watering,3,749,15,2247,999.0,0.5,UPI,Delivered,Standard,Not Claimed,4.0,2024-25,Male,39,New,Organic Search,8,Non-App User,240,68.0,Not Applicable,Standard,679.32,68.0,333.0,No,2024,5,May,2,Low Risk,5,18,Saturday,36-45,1-2 Days,Rated,1
UGA2318635,CUST005985,2024-06-12,Jun-2024,Q2 FY25,Zepto,Bengaluru,Karnataka,SD004,Chilli Hybrid Seeds,Seeds,Vegetable Seeds,1,99,10,99,89.0,0.5,UPI,Delivered,Standard,Not Claimed,5.0,2024-25,Female,32,Loyal,Amazon,9,App User,22,77.8,Low,Standard,69.24,77.8,89.0,No,2024,6,Jun,2,Low Risk,6,24,Wednesday,26-35,1-2 Days,Rated,1
UGA2318636,CUST006463,2024-04-01,Apr-2024,Q2 FY25,Zepto,Pune,Maharashtra,SD007,Petunia Seeds,Seeds,Flower Seeds,4,119,10,476,428.0,0.5,UPI,Delivered,Standard,Not Claimed,3.0,2024-25,Male,28,Loyal,Instagram,8,App User,28,76.5,Medium,Standard,327.42,76.5,107.0,No,2024,4,Apr,2,Low Risk,4,14,Monday,26-35,1-2 Days,Rated,1
UGA2318637,CUST011279,2024-08-15,Aug-2024,Q3 FY25,Flipkart,Bengaluru,Karnataka,PL011,Rose – Red (Grafted),Live Plants,Outdoor Plants,1,399,0,399,399.0,2.0,UPI,Returned,Gift,Not Claimed,No Rating,2024-25,Female,57,Returning,Word of Mouth,8,Non-App User,130,67.4,High,Standard,268.93,67.4,399.0,No,2024,8,Aug,3,Low Risk,8,33,Thursday,46-60,1-2 Days,No Rating,0
UGA2318638,CUST001443,2023-08-11,Aug-2023,Q3 FY24,Amazon,Delhi,Delhi,PL013,Bougainvillea,Live Plants,Outdoor Plants,1,349,25,349,262.0,2.0,UPI,Delivered,Gift,Not Claimed,4.0,2023-24,Female,31,Loyal,Instagram,10,Non-App User,115,67.0,Low,Standard,175.54,67.0,262.0,No,2023,8,Aug,3,Low Risk,8,32,Friday,26-35,1-2 Days,Rated,1
UGA2318639,CUST005428,2023-10-26,Oct-2023,Q4 FY24,Amazon,Hyderabad,Telangana,FR002,Organic Vermicompost (2kg),Fertilisers,Organic Fert.,4,349,10,1396,1256.0,4.0,UPI,Delivered,Gift,Not Claimed,5.0,2023-24,Female,38,Loyal,Word of Mouth,9,App User,110,68.5,Not Applicable,Bestseller,860.36,68.5,314.0,No,2023,10,Oct,4,Low Risk,10,43,Thursday,36-45,3-4 Days,Rated,1
UGA2318640,CUST007945,2024-10-06,Oct-2024,Q4 FY25,Meesho,Pune,Maharashtra,PL017,Cactus Mix (3 pack),Live Plants,Succulents,1,219,0,219,219.0,2.0,UPI,Delivered,Standard,Not Claimed,5.0,2024-25,Male,27,Loyal,Word of Mouth,6,Non-App User,65,70.3,Very Low,Standard,153.96,70.3,219.0,No,2024,10,Oct,4,Low Risk,10,40,Sunday,26-35,1-2 Days,Rated,1
UGA2318641,CUST003850,2023-10-23,Oct-2023,Q4 FY24,Flipkart,Hyderabad,Telangana,PL006,ZZ Plant,Live Plants,Indoor Plants,1,499,5,499,474.0,4.0,UPI,Delivered,Standard,Not Claimed,5.0,2023-24,Female,29,Loyal,Amazon,6,Non-App User,160,67.9,Very Low,Standard,321.85,67.9,474.0,No,2023,10,Oct,4,Low Risk,10,43,Monday,26-35,3-4 Days,Rated,1
UGA2318642,CUST001843,2024-05-04,May-2024,Q2 FY25,Corporate Gifting,Ahmedabad,Gujarat,GF002,Plant Parent Gift Box,Gifting,Gift Boxes,2,1074,0,3298,2364.5,2.0,UPI,Delivered,Standard,Not Claimed,3.0,2024-25,Female,43,Returning,Organic Search,10,App User,660,60.0,Not Applicable,Standard,1569.46,60.0,1649.0,No,2024,5,May,2,Low Risk,5,18,Saturday,36-45,1-2 Days,Rated,1
UGA2318643,CUST009768,2024-10-25,Oct-2024,Q4 FY25,Corporate Gifting,Mumbai,Maharashtra,PL017,Cactus Mix (3 pack),Live Plants,Succulents,3,219,10,657,1499.0,4.0,UPI,Delivered,Standard,Not Claimed,5.0,2024-25,Female,30,Returning,Word of Mouth,8,App User,65,70.3,Very Low,Standard,1053.8,70.3,499.67,No,2024,10,Oct,4,Low Risk,10,43,Friday,26-35,3-4 Days,Rated,1
UGA2318644,CUST005541,2024-09-23,Sep-2024,Q3 FY25,Flipkart,Pune,Maharashtra,GF001,Green Starter Kit,Gifting,Beginner Kits,1,899,5,899,854.0,2.0,UPI,Delivered,Standard,Not Claimed,4.0,2024-25,Female,35,Loyal,Google Ads,7,App User,370,58.8,Not Applicable,Bestseller,502.15,58.8,854.0,No,2024,9,Sep,3,Low Risk,9,39,Monday,26-35,1-2 Days,Rated,1
UGA2318645,CUST004544,2023-06-07,Jun-2023,Q2 FY24,Amazon,Ahmedabad,Gujarat,PL008,Money Plant (Epipremnum),Live Plants,Indoor Plants,2,179,0,358,358.0,4.0,UPI,Delivered,Standard,Not Claimed,4.0,2023-24,Female,31,New,Word of Mouth,7,App User,50,72.1,Very Low,Bestseller,258.12,72.1,179.0,No,2023,6,Jun,2,Low Risk,6,23,Wednesday,26-35,3-4 Days,Rated,1
